"annotation_id","annotator","answer","created_at","id","lang","lead_time","name","text","updated_at"
674,"2","black currant","2025-02-02T12:25:43.835444Z",4471,"en",11.872,"2015 Chateau Latour-Martillac","Solid tannins mark this still very young wine. At the same time, the fruit is rich and well proportioned. Black currants dominate the fruity spectrum, giving the wine richness as well as great potential. Drink from 2025.","2025-02-02T12:25:43.835454Z"
675,"2","clay
gravel soil","2025-02-02T12:58:32.265112Z",4472,"ch",1968.232,"2015 Chateau Latour-Martillac","The 2015 Latour-Martillac has a visible talent. The natural structure of tannins, the pure and mature aromas of sandalwood, and its indescribable aura of mystery show me a Latour-Martillac of excellent quality, making it my favorite vintage of Latour-Martillac without question. Compared with other hot vintages, the 2015 vintage is able to amalgamate the rich and rounded palate with the innate concentration of the clay and gravel soils, leaving an intense and beautiful performance on my taste buds without being cheesy.","2025-02-02T12:58:32.265122Z"
676,"2","black currant","2025-02-02T12:59:20.370179Z",4473,"en",47.948,"2015 Chateau Latour-Martillac","Solid tannins mark this still very young wine. At the same time, the fruit is rich and well proportioned. Black currants dominate the fruity spectrum, giving the wine richness as well as great potential. Drink from 2025.","2025-02-02T12:59:20.370202Z"
677,"2","black currant","2025-02-02T12:59:31.166181Z",4474,"en",10.627,"2015 Chateau Latour-Martillac","Solid tannins mark this still very young wine. At the same time, the fruit is rich and well proportioned. Black currants dominate the fruity spectrum, giving the wine richness as well as great potential. Drink from 2025.","2025-02-02T12:59:31.166203Z"
678,"2","black currant","2025-02-02T12:59:42.115501Z",4475,"en",10.82,"2015 Chateau Latour-Martillac","Solid tannins mark this still very young wine. At the same time, the fruit is rich and well proportioned. Black currants dominate the fruity spectrum, giving the wine richness as well as great potential. Drink from 2025.","2025-02-02T12:59:42.115511Z"
679,"2","plum
espresso
licorice
truffle flower","2025-02-02T14:54:51.388689Z",4476,"en",6909.028,"2016 Chateau Jean Faure","Another Saint Emilion that is better in bottle than it was in barrel, the wine now offers deep, juicy plums, espresso, licorice, truffle flowers. Silky, elegant, fresh and lively, with a lifted, dried red pit fruit and floral finish, give this a few years before popping a cork, and it will show even better.","2025-02-02T14:54:51.388699Z"
680,"2","graphite
pencil
tar","2025-02-02T14:55:29.413621Z",4477,"ch",37.887,"2016 Chateau Jean Faure","Jean Faure 2016 displays some evident notes of graphite and pencil lead, giving you the illusion of being presented with a pencil sketch drawing. Although the fruity aromas are relatively reserved at this stage, its dynamic inner power hidden behind it is still noticeable. The palate is concentrated and intense, with a hint of tar flavors surrounding the fine tannins. Judging from its current performance, I do not think Jean Faure 2016 has shown its true potential yet. With 5-10 years’ bottle-aging, it will perfectly bring out the essence of the Cabernet Franc in good vintage and made with whole bunch fermentation.","2025-02-02T14:55:29.413632Z"
706,"2","plum
espresso
licorice
truffle flower","2025-02-02T16:01:40.201949Z",4478,"en",24.081,"2016 Chateau Jean Faure","Another Saint Emilion that is better in bottle than it was in barrel, the wine now offers deep, juicy plums, espresso, licorice, truffle flowers. Silky, elegant, fresh and lively, with a lifted, dried red pit fruit and floral finish, give this a few years before popping a cork, and it will show even better.","2025-02-02T16:01:40.201964Z"
681,"2","floral
hibiscus
cherry
orange zest","2025-02-02T15:00:49.264327Z",4479,"en",43.94,"2016 Chateau La Pointe","Dark ruby garnet, purple reflections, faint brightening on the rim. Inviting bouquet with a floral touch, delicate hibiscus, ripe Amarena cherry and touch of tangerine zest. Juicy palate with sweet, but tightly meshed texture, ripe tannins, fine nougat and a very long finish. Certain ageing potential.","2025-02-02T15:00:49.264350Z"
682,"2","berry
juice
cypress","2025-02-02T15:31:52.821591Z",4480,"ch",1548.73,"2016 Chateau La Pointe","The 2016 vintage is a milestone for Chateau La Pointe, a new era for the winery’s entry into high-class Pomerol. This wine perfectly interprets the words “transparent and bright”: the palate is as clear as a stream, the fresh red and black berries burst with sweet juice the moment they touch the palate, and the aftertaste is refreshing with the scent of cypress. Thanks to the intense tannic structure, the wine has a slender body, and you can feel its firm texture when the liquid touch your tongue. It is easy to age for 12-18 years and fans who love Pomerol should pay close attention to this wine.","2025-02-02T15:31:52.821600Z"
683,"2","","2025-02-02T15:32:11.119985Z",4481,"en",16.922,"2016 Chateau La Tour Blanche","94–96. Barrel Sample. Structured and concentrated, this is a rich wine that is also fruity and packed with botrytis and acidity. Its texture and tangy edge are impressive and will certainly allow it to age.","2025-02-02T15:32:11.120002Z"
684,"2","fruit
orange zest
peach
pineapple
honey","2025-02-02T15:32:34.843237Z",4482,"en",22.6,"2016 Chateau La Tour Blanche","Deep yellow colour. A fine botrytis touch with honey and yellow tropical fruit aromas, and candied orange zest. On the palate juicy, ripe yellow peach, some pineapple and honey, opulent but still harmonious. A versatile wine.","2025-02-02T15:32:34.843259Z"
685,"2","","2025-02-02T15:32:56.672505Z",4483,"ch",20.639,"2016 Chateau La Tour Blanche","It’s hard to imagine, an elf so unassuming in nose could unleash such a tremendous energy in the mouth. Its bright acidity has the power to transform everything it touches into cloud, into spring; its enchanting orange blossom gives all fruits wings. The 2016 vintage marks Miguel’s first year in charge of the vineyard of Chateau La Tour Blanche. He believes this vintage needs some time to age to become more complete. In my view, this natural presentation aligns perfectly with what the 2016 vintage aims to express: low-key, yet full of hope…","2025-02-02T15:32:56.672531Z"
686,"2","oak","2025-02-02T15:33:19.942279Z",4484,"ch",22.331,"2016 Chateau Montlabert","The ripe fruit aromas of the 2016 Chateau Montlabert reveal it as a “child kissed by the sun.” Although ten barrels used “Fermentation Integrale,” the healthy grapes and nice acidity ensure there’s no heavy oakness. The cellar master told me he enjoyed a lot making this vintage, and I do believe it. The soft, silky tannins wrap around the palate like a delicate web, charming us without needing intense depth. The finish surprises with a touch of salinity, adding a complexity that sandy clay soils typically don’t offer.","2025-02-02T15:33:19.942302Z"
687,"2","oak
plum
cherry
licorice","2025-02-02T15:33:42.060482Z",4485,"en",19.92,"2016 Chateau Montlabert","Medium bodied, elegant, round and forward, there is some oak that needs to integrate before the ripe plums cherries and licorice in this soft textured fruity wine is at its best. 90 Points","2025-02-02T15:33:42.060505Z"
688,"2","black currant","2025-02-02T15:34:01.805580Z",4486,"en",18.643,"2016 Chateau Montlabert","93–95. Barrel Sample. Ripe and juicy, this is a delicious wine. With its bold black fruits and balanced structure, it has all the makings of a ripe and generous yet crisp wine. There is a strong black-currant element here, while the wine finishes with a great lift of juicy acidity.","2025-02-02T15:34:01.805603Z"
689,"2","waxberry
graphite
pine","2025-02-02T15:46:57.593783Z",4487,"ch",43.491,"2016 Chateau Talbot 'Connetable Talbot'","This wine is vigorous with a concentrated richness. The succulent waxberries and a gentle fragrance of graphite blend together as a core. After swirling the glass, it releases a light scent of pines and cypresses. Because of gentler maceration and less oaky flavors, this wine offers me beautiful softness and freshness once it touches my palate. It’s a nice choice to share with your friends on the weekend!","2025-02-02T15:46:57.593804Z"
690,"2","blackberry
cherry
wood
tobacco
oak","2025-02-02T15:47:17.653532Z",4488,"en",24.512,"2016 Chateau de Carles Haut-Carles","Youthful dark inky purple colour. Pure and modern nose with high ripeness displaying fresh blackberry, cherry, fine wood and tobacco. Dense palate with nicely grained tannin, layers of ripe unctuous dark fruit, yet with a nice freshness underneath, fine oak integration and a very long and layered finish, nicely done.","2025-02-02T15:47:24.890798Z"
691,"2","cherry
berry","2025-02-02T15:47:38.199941Z",4489,"en",11.846,"2016 Chateau de Carles Haut-Carles","Deep dark ruby, firm core, purple reflections, lighter rim. Aromas of nice ripe cherry fruit, with dark berry in the background, and a delicate nougat touch. Juicy palate, good complexity, pleasant freshness, fine well-integrated tannins, a mineral salty finish, and very promising.","2025-02-02T15:47:38.199965Z"
692,"2","graphite
Chinese salty prune
Tamarind Pulp","2025-02-02T15:48:38.852896Z",4490,"ch",27.042,"2016 Chateau de Carles Haut-Carles","Haut-Carles 2016 is my best vintage before the evolution of the vinification method (the last vintage to make Integral Fermentation). The palate is saturated with graphite, concentrated, sleek, offering metallic brilliance. The nose is embraced with rich yet not flamboyant fruitiness like Chinese salty prune and Tamarind Pulp. Thanks to the high acidity, this wine keeps its freshness from start to finish.","2025-02-02T15:48:38.852907Z"
693,"2","hawthorn
licorice
beef jerky
chalk","2025-02-02T15:51:02.974717Z",4491,"ch",142.134,"2017 Chateau Boutisse","Chateau Boutisse 2017 came to me wrapped in hawthorn and licorice. Although the aromatic intensity of this vintage was not high, the aromatic line was delicate, with a pleasing hint of beef jerky and chalk ash on the finish, along with a few lingering full-bodied notes. Marc, the owner of the winery, told me that Chateau Boutisse was affected by the frost in the 2017 vintage and that production was very limited.","2025-02-02T15:51:02.974727Z"
694,"2","cherry
licorice
espresso
fudge","2025-02-02T15:51:34.646924Z",4492,"en",30.607,"2017 Chateau Clos Saint Martin","Black cherries, licorice, espresso and fudge are the first thing you'll notice. From there, you'll quickly move to the creamy, silky textures, lush, polished tannins and the decadently ripe, dark fruits and espresso-filled finish.","2025-02-02T15:51:34.646937Z"
695,"2","cherry
blackberry","2025-02-02T15:51:58.324518Z",4493,"ch",22.198,"2017 Chateau Clos Saint Martin","Clos Saint Martin 2017 may not exhibit a complex bouquet, but it exudes an exquisite charm. The fragrances of cherry and blackberry are remarkably distinct, devoid of any traces of high oak barrel fermentation (Integral Fermentation). Additionally, for the first time in the estate’s history, they employed amphoras for aging (20-25%). According to my tasting, it was evident that aside from rendering the wine’s structure more velvety, this choice accentuated the chalky tannins on the finish, making them more lucid. In contrast to some 2017 vintage wines that lacked concentration, Clos Saint Martin boasts a richness that doesn’t pale in comparison to its grander vintages. After conversing with the winemaking team, it was revealed that late harvest was the key to the success of Clos Saint Martin 2017 (risking gray rot, they began harvesting in early October).","2025-02-02T15:51:58.324547Z"
696,"2","coffe
chocolate
berry","2025-02-02T15:53:10.196868Z",4494,"ch",70.927,"2017 Chateau Croix de Labrie","Croix de Labrie 2017 mainly features coffee and black chocolate aromas, with hints of familiar ripe berries. The acidity is pretty high on the entry of the palate, with powder tannins from head to toes. Even if this winery suffered spring frost in this vintage, the winemaker Axelle still handled the character of this wine very well.","2025-02-02T15:53:10.196881Z"
697,"2","red fruit
oak","2025-02-02T15:53:33.176367Z",4495,"en",21.777,"2017 Chateau Croix de Labrie","Youthful as you would expect, the wine is on the fresh, bright, red fruit side with soft, polished tannins and a nice sweetness to the fruits. The oak is close to fully integrated, allowing you to savor all the sweet, ripe, red pit fruits and berries. Still, this is quite primary, so give it at least 5 years of cellaring before popping a bottle.","2025-02-02T15:53:33.176382Z"
698,"2","cedar
smoke
graphite","2025-02-02T15:54:03.592901Z",4496,"en",29.111,"2017 Chateau Ducru-Beaucaillou","""Great producer from an rather difficult vintage lovely nose packed with red and black fruit but also cedaroak , smoek and graphite well balanced , tannins are soft and fully integrated good to drink now 93/100""","2025-02-02T15:54:03.592916Z"
699,"2","berry
cassis
blackberry","2025-02-02T15:54:29.014319Z",4497,"en",24.15,"2017 Chateau Ducru-Beaucaillou","Deep dark ruby, purple reflections, delicate brightening on the rim. Intense dark berry fruit on the nose with hints of cassis and blackberry, fresh orange zest and a mineral touch. Taut palate, ripe cherry fruit, vivid, still demanding tannins and a long finish with more black cherry and red berries. A savoury food wine showing some development, but with definite ageing potential.","2025-02-02T15:54:29.014336Z"
700,"2","blackberry","2025-02-02T15:54:47.794438Z",4498,"en",16.151,"2017 Chateau Ducru-Beaucaillou","While the dense and dark tannins are prominent, they can't mask the exuberant fruit that wants to burst out. Blackberry flavors are impressively ripe and rich, shot through with acidity that gives the wine salinity as well as freshness. At the back, those tannins will allow the wine to age over many years. Don't drink before 2024. Roger Voss","2025-02-02T15:54:47.794457Z"
701,"2","mulberry
blackberry
mocha
 peppercorn
pine","2025-02-02T15:59:11.241828Z",4499,"ch",259.02,"2017 Chateau Ducru-Beaucaillou","As I tasted Chateau Ducru-Beaucaillou 2017 after a four-year time, my conviction grew stronger—the Medoc’s Left Bank of the 2017 vintage has been gravely underestimated. In terms of the opulence of its fruit aromas, the 2017 vintage displays remarkable maturity and a soothing allure. Beyond the luscious notes of ripe mulberries and blackberries, there exists an authentic infusion of mocha, fresh green peppercorns, and a delicate hint of pine. Compared to those vintages characterized by exuberant fruit fragrances, Chateau Ducru-Beaucaillou 2017 embodies a discernible essence of traditional Bordeaux charm. The discreet touch of “sweetness” that adorns the finish is artfully woven, leaving a lasting impression of the wine’s tender and affectionate salutation.","2025-02-02T15:59:11.241846Z"
702,"2","","2025-02-02T15:59:39.116456Z",4500,"en",26.629,"2017 Chateau Ducru-Beaucaillou","Freshness and accessibility are the hallmarks of this wine. The customary level of density is improved with added grace, elegance, pliability and an upbeat, spicy core of attention seeking fruits. This is not to say that the wine is light. It is to explain that power has been refined with approachability, brighter fruits and exceedingly silky tannins. The wine was made from a blend of 90% Cabernet Sauvignon and 10% Merlot and is aging in 100% new, French oak barrels. The wine reached 13.51% alcohol with a pH of 3.79. The harvest took place from September 18 to September 30.","2025-02-02T15:59:39.116479Z"
703,"2","red fruit
peppery nuances
espresso
herb
tobacco
cedar","2025-02-02T16:00:07.104283Z",4501,"en",26.877,"2017 Chateau Saint-Pierre","Fresh and bright, with a focus on its red fruits, peppery nuances, espresso and herbs. You also find a nice shot of tobacco and cedar. The wine is wine is round, forward, medium-bodied and with just a few years in the cellar, it should be ready to get going. 92 Points","2025-02-02T16:00:07.104306Z"
704,"2","Chinese Pu-Erh tea","2025-02-02T16:00:31.405109Z",4502,"ch",23.146,"2017 Chateau Saint-Pierre","2017 marked Chateau Saint-Pierre’s second trial with the whole bunch fermentation (which accounted for a very small part of the blend). While nearly no signs of whole bunch fermentation are detectable in the 2016 vintage, it is a masterstroke on the 2017, somewhat resembling the aged Chinese Pu-Erh tea. Different from the freshness presented in the same vintage, Chateau Saint-Pierre 2017 exhibits attractive structure, it is a good example of a good value Pomerol in 2017.","2025-02-02T16:00:31.405132Z"
705,"2","fruit
herb","2025-02-02T16:01:11.306688Z",4503,"ch",38.937,"2017 Le Macchiole 'Paleo' Bolgheri","In the dry and hot vintage like 2017, Paelo seems to have less liveliness comparing with its iconic image. Although the fruity fragrance is still precise, and the herbal scent of Balsamic remains fresh, its structure and strength do go beyond the aesthetic limits of Cabernet Franc in my mind. What needed to be praised is the winemaking team’s superb control of THE BALANCE. The carefully polished chalky tannins increase the mellowness of the aftertaste.","2025-02-02T16:01:11.306704Z"
708,"2","blueberry
spice
tobacco","2025-02-02T16:02:22.401163Z",4504,"en",22.198999999999998,"2017 Le Macchiole 'Paleo' Bolgheri","Bright, rich ruby with light purple shimmer. Very expressive nose, shows notes of wild blueberries, fruit and spice, strong tobacco, exciting. On the palate there's dense tannin, substance with fine spice, slightly brittle on the finish.","2025-02-02T16:02:22.401187Z"
709,"2","leather
cedar
Mediterranean brush
espresso
blackberry
coffee bean
licorice
sage","2025-02-02T16:05:31.251267Z",4505,"en",184.075,"2017 Le Macchiole 'Paleo' Bolgheri","The nose is initially shy but eventually reveals aromas suggesting leather, cedar, Mediterranean brush and espresso. The firm, full-bodied palate shows the heat of the vintage, offering dried blackberry, roasted coffee bean, licorice and grilled sage. Compact, close-grained tannins grip the finish. Kerin O’Keefe","2025-02-02T16:05:31.251277Z"
710,"2","Licorice
espresso
chocolate
plum
black cherry
jam ","2025-02-02T16:05:58.206686Z",4506,"en",26.023,"2018 Bernard Magrez Chateau La Tour Carnet","Licorice, espresso, chocolate, plums, black cherry and jam pop up with little effort. The wine is full-bodied, rich and fleshy with length and loads of ripe, dark red fruits in the lush finish.","2025-02-02T16:05:58.206700Z"
711,"2","black forest cake","2025-02-02T16:06:34.272953Z",4507,"ch",24.678,"2018 Bernard Magrez Chateau La Tour Carnet","La Tour Carnet 2018 is a super muscle man. Its compelling structure, ripe tannins, and convincing body rush into my palate like a surge of black forest cake’s tsunami. Even though at a young age, it is still delightful.","2025-02-02T16:06:34.272970Z"
712,"2","berry
nougat
tobacco
cedar
liquorice
plum
cherry
chocolate","2025-02-02T16:23:20.768277Z",4508,"en",1005.493,"2018 Bernard Magrez Chateau La Tour Carnet","Dark ruby garnet, purple reflections, faint brightening on the rim. Dark berry conserve on the nose with delicate nougat and tobacco and hints of cedar and liquorice. Juicy, ripe plum and black cherry, well-integrated tannins, fine extract sweetness, long with some chocolate on the finish. Good ageing potential. (2020-2040)","2025-02-02T16:23:20.768285Z"
713,"2","smoke
plum","2025-02-02T16:23:48.605600Z",4509,"en",25.057,"2018 Bernard Magrez Chateau La Tour Carnet","The vineyards surrounding the 12th-century castle have produced this rich and densely structured wine. Powerful tannins give a smoky character to the ripe, black-plum fruits. It definitely needs aging, so drink from 2026. Roger Voss","2025-02-02T16:23:48.605622Z"
714,"2","red berry
smoke
flowers
wet earth
herbs
spice box
tobacco","2025-02-02T16:24:40.383617Z",4510,"en",50.796,"2018 Chateau Brane-Cantenac","Elegant, fresh and refined, the wine offers layers of sweet, ripe, fresh, red berries, smoke, flowers, wet earth, herbs, spice box and tobacco leaf in the perfume. On the palate, the wine is silky, lifted, long and pure, displaying a beautiful depth of flavor in the finish. The wine blends 74% Cabernet Sauvignon, 21% Merlot, 4% Cabernet Franc and 1% Petit Verdot.","2025-02-02T16:24:40.383629Z"
715,"2","cherry
orange zest
nougat
mineral
red fruit","2025-02-02T16:25:10.789420Z",4511,"en",28.994,"2018 Chateau Brane-Cantenac","Dark ruby, purple reflections, DELICATE rim brightening. Delicately savoury UNDERLAY/BACKGROUND of fresh heart cherries, candied orange zest, some nougat, mineral touch. Juicy, red wild berryish fruit, fresh acidity, fine, integrated tannins, a lively companion at the table, already accessible and well developed. (2020-2040)߭.","2025-02-02T16:25:10.789441Z"
716,"2","black fruit","2025-02-02T16:25:21.333120Z",4512,"en",9.359,"2018 Chateau Brane-Cantenac","This is now performing as one of the top Margaux estates. Their latest release shows structure, elegant black fruits and rich tannins. Densely textured and vibrantly fruity, the wine has a fine future. Drink from 2027. Roger Voss","2025-02-02T16:25:21.333143Z"
717,"2","mulberry
plum
Chinese brick tea
","2025-02-02T16:26:05.943960Z",4513,"ch",43.353,"2018 Chateau Brane-Cantenac","Only the nose is good enough to express Brane-Cantenac 2018’s superior quality. The aromas are not very intense, but the details are pretty inspirational, giving me a presence of mind in the glass. Soft mulberry, ripe black plum, elegant violet create a lovely personality; after swirling the glass, it even features a hint of lively Chinese brick tea’s freshness. Precise palate and graceful lines contribute to a sleek structure; and layers of powdery tannins provide creamy texture toward the finish.","2025-02-02T16:26:05.943981Z"
718,"2","black fruit
cedar
spice
violet
cassis
","2025-02-02T16:30:59.156190Z",4514,"en",32.21,"2018 Chateau Calon-Segur","Power and intensity, packed full with black fruit, cedar , spices and violets. Intense, deep but still elegant cassis notes paired with expensive cigar humidor, rich and pure. Acidity is on point to balance all the power. Great mouthfeel with well integrated tannins and never ending finish","2025-02-02T16:30:59.156213Z"
719,"2","clove
cinnamon
fennel","2025-02-02T16:31:49.595720Z",4515,"ch",48.496,"2018 Chateau Calon-Segur","I am deeply immersed in Calon Segur 2018’s intensity. It seems so tasty that I can’t wait to raise my glass. The entry of palate is booming like a bouquet of poney, interspersed with distinct clove, cinnamon, and hints of fennel. The tannins are gracefully beautiful, coupled with bright acidity, if the generous alcohol is more reasonable, this wine would be more balanced. In general, it is definitely a Premium Cuvee.","2025-02-02T16:31:49.595739Z"
720,"2","black fruit","2025-02-02T16:32:02.962298Z",4516,"en",11.361,"2018 Chateau Calon-Segur","This is a dense, generous wine. Swathes of black fruits are packed with concentrated tannins. Its power is palpable, as is its luxuriously rich future. The wine will take plenty of aging, so don't drink before 2027. Roger Voss","2025-02-02T16:32:02.962322Z"
721,"2","espresso
boysenberry
blackberry
spice
tobacco leaf
thyme
cocoa","2025-02-02T16:32:29.544207Z",4517,"en",25.463,"2018 Chateau Calon-Segur","Deeply colored, everything here is intense starting with the perfume. The nose rocks with its espresso, boysenberry, blackberry, spice, tobacco leaf, thyme and cocoa. Full-bodied, powerful, dense and intense, the wine lingers for over 50 seconds on your palate, which is a good thing, because you want to hold on to all those, creamy, opulent, voluptuous, ripe, sweet, pure fruits for as long as possible. The wine was produced from 65% Cabernet Sauvignon, 17% Merlot, 15% Cabernet Franc and 3% Petit Verdot, 14.9% ABV, with no touch of heat. 98 Points","2025-02-02T16:32:29.544229Z"
722,"2","cassis
liquorice
tangerine zest
juniper leaf
cherry
blackberry","2025-02-02T16:35:52.471907Z",4518,"en",199.537,"2018 Chateau Calon-Segur","Dark ruby with purple reflections, brightening at the rim. The mineral bouquet has savoury smoky oak notes, with nuances of cassis and liquorice, fresh tangerine zest, and a hint of juniper leaf. Complex and juicy, with pronounced ripe cherry fruit texture, fine, well-integrated tannins, and fresh acidity. Very long, with blackberries on the finish. Certain ageing potential (2020-2060).","2025-02-02T16:35:52.471933Z"
723,"2","Espresso
plum
smoke
incense
black coffee
black cherry
wet earth","2025-02-02T16:36:24.569973Z",4519,"en",30.33,"2018 Chateau Croix de Labrie","Espresso, plum, smoke, incense, black coffee, black cherry and wet earth notes are on the nose and palate. The wine is rich, ripe, lush, full-bodied, round and fruity. The fruits are ripe, sweet, opulent and fresh with real staying power, silky tannins and freshness. The wine is a blend of 90% Merlot, 7% Cabernet Sauvignon and 3% Cabernet Sauvignon. This is the second vintage for Hubert de Bouard as the consultant for Croix de Labrie.","2025-02-02T16:36:24.569999Z"
724,"2","","2025-02-02T16:36:41.260048Z",4520,"en",15.382,"2018 Chateau Croix de Labrie","This wine from Pierre and Axelle Courdurié's small Saint-Émilion estate is a powerful reminder of the richness of the vintage. Its solid tannins and concentrated black fruits are impressive, dark with a structure that needs to age. The wine will take its time, so don't drink before 2025. Roger Voss","2025-02-02T16:36:41.260068Z"
725,"2","plum jam
kirsch
brambleberry
minty chocolate","2025-02-02T16:37:18.047719Z",4521,"ch",35.704,"2018 Chateau Croix de Labrie","This wine starts with opulence and finishes with lingering saltiness. It is a grand and magnificent Merlot blend in the world. Besides the ripe dark fruits that I always find in Croix de Labrie, like plum jam, kirsch, and crushed brambleberry, it also delivers a strand of handy violet after swirling the glass. 7% of Cabernet Sauvignon and 3% of Cabernet Franc provide a strand of freshness in the fully concentrated body, like a piece of minty chocolate melting on the palate.","2025-02-02T16:37:18.047732Z"
726,"2","bayberry
rhubarb jam","2025-02-02T17:42:42.178590Z",4522,"ch",30.104,"2018 Chateau Godard-Bellevue","The 2018 vintage boasts an incredibly open aroma, with sweet notes of bayberry juice and rhubarb jam wafting from the glass even before swirling. This wine showcases a classic ripeness and fine tannin powder, maintaining an elegant appearance while demonstrating intricate structure. The signature “metallic texture” provides a solid backbone to the inherent sweetness. Even with another 10 years of aging, it will retain its youthful vibrancy.","2025-02-02T17:42:42.178607Z"
727,"2","fruit","2025-02-02T17:42:55.186293Z",4523,"en",12.559000000000001,"2018 Chateau Godard-Bellevue","With a year in wood, this wine's generous fruits have just started to develop a fine, perfumed character. Tannins give a firm backbone to this solid wine that needs time. Drink from 2023. Roger Voss","2025-02-02T17:43:10.927979Z"
728,"2","red currant
tobacco
cedar
cigar box
oak","2025-02-02T17:43:36.890838Z",4524,"en",24.159,"2018 Chateau Haut-Bages Liberal","Medium/full-bodied, bright, lifted layers of sweet, juicy red currants pop up on the nose along with tobacco, cedar, cigar box and a light hint of oak. There is a brightness to the fruit in the mouth, chewy tannins and a crispness to the red berries that carries through from start to finish.","2025-02-02T17:43:36.890861Z"
729,"2","berry
Puer tea","2025-02-02T17:44:16.845394Z",4526,"ch",29.142,"2018 Chateau Haut-Bages Liberal","For all of the Biodynamic wineries, 2018 is not a easy vintage at all, but the clearance of Haut-Bages Liberal surprises me a lot; I think they made a perfect selection during the harvest. The vibrant acidity emerges from the juicy red berries, framed with a trace of attractive Puer tea-like fragrance. The palate ends up with lacy tannins and a soft body. It is absolutely one of the few graceful wines of Pauillac in 2018.","2025-02-02T17:44:16.845409Z"
730,"2","blackberry","2025-02-02T17:44:35.768400Z",4527,"en",16.718,"2018 Chateau Haut-Bailly","The balance between Merlot and Cabernet Sauvignon in this wine gives it swathes of rich fruit and a classic structure. Blackberry flavors layered with firm, dense tannins convey elegance and richness. This is a ripe wine, generously proportioned and ready for aging. Roger Voss","2025-02-02T17:44:35.768412Z"
731,"2","red fruit
smoke
earth
spice box
 Cuban cigar","2025-02-02T17:45:08.195302Z",4528,"en",29.313,"2018 Chateau Haut-Bailly","The nose is off the charts with its cornucopia of black and red fruits, smoke, wet earth, spice box and Cuban cigar profile. On the palate the wine offers almost unequaled depth of flavor, concentration, richness, silky tannins and wave after wave of perfectly ripe, fresh, pure black and red fruits. The seamless finish seems almost endless as it builds and expands. Haut Bailly is not a flashy wine. It often shows much better with cellaring. Give this at least 10 years before pulling a cork. The wine was made from 55% Cabernet Sauvignon, 35% Merlot, 5% Petit Verdot and 5% Cabernet Franc. 2018 was produced from some of the lowest yields in the history of the estate at 21 hectoliters per hectare, cutting the production in half. If this is your style of wine, you might want to grab a few bottles.","2025-02-02T17:45:08.195314Z"
732,"2","spice
black fruit
chocolate","2025-02-02T17:45:50.408339Z",4529,"ch",40.731,"2018 Chateau Haut-Bailly","Haut-Bailly 2018 is pretty generous, sending off full of energy, depth, and natural charisma. Every detail is perfectly maintained, like dancing on the point of a needle. Sweet spices and dark ripe fruits stick together, covered with a layer of melting black chocolate texture. The palate graces me with a sleek line and incredible freshness; it is hard to believe it comes from a hot vintage. When it ends up with the profound pencil shave, you can’t even imagine where its destination will be.","2025-02-02T17:45:50.408353Z"
733,"2","leather
bergamot
black berry
cherry
tobacco
nougat","2025-02-02T17:46:41.509758Z",4530,"en",49.928,"2018 Chateau Haut-Bailly","Dark ruby, opaque core, purple reflections, subtle ochre brightening on the rim. An inviting bouquet with subtle notes of leather and bergamot, black berries and cherries and a hint of sweet tobacco. Complex, juicy and silky on the palate with a sweet texture, supported by ripe but powerful tannins, mineral notes and a touch of dark nougat. Just starting to open up slowly now, great length and definite further ageing potential. (Age / Drink +40).","2025-02-02T17:46:41.509780Z"
734,"2","creme
cassis
cherry
oak
mocha
mineral
","2025-02-02T17:49:23.771128Z",4531,"en",161.414,"2018 Chateau Haut-Bailly","Haut-Bailly is an ancient estate with a recorded history of wine production dating back to 1461; the renowned Irish Barton family assumed control in 1736. Intriguingly, Haut-Bailly commanded prices equal to Lafite, Latour, Margaux, and Haut-Brion in the 19th century. Owned since 1955 by Belgian negociant Daniel Sanders, in 1998, Haut-Bailly was purchased by American Robert G. Wilmers, but Veronique Sanders continues to steer the cru classé estate to greatness, year after year. The 74-hectare lies in the heart of gravelly Pessac-Leognan, and the 2018 vintage blends 55% cabernet sauvignon with 35% merlot and equal soupcons of petit verdot and cabernet franc. The estate's core is 10 acres of 100 year old vines, concentrated further this vintage with yields around 20 ha/hl. Complex, perfumed, and mesmerizing creme de cassis, ripe cherries, fine oak spice, mocha, and dusty minerals, it is unbelievably cohesive now, a testament to the excellent 2018 vintage. The wine is structured for long and graceful ageing, as only great classic claret can do. This vintage commands $275, and it is worth every penny. Be disciplined and let evolve for a few years. (DJ Kearney).","2025-02-02T17:49:23.771142Z"
735,"2","berry
oak
tobacco
cherry","2025-02-02T17:49:57.822788Z",4532,"en",24.59,"2018 Chateau Haut-Marbuzet","Deep dark ruby, violet tints, delicate bright rim. Fresh dark berry fruit, vivid oak savouriness, tobacco, ripe cherries in the background. Tight, closely meshed, clearly marked by the wood texture, some nougat, seems a little bit over-extracted, dark chocolate on the finish.","2025-02-02T17:49:57.822802Z"
736,"2","black currant","2025-02-02T17:50:10.621519Z",4533,"en",10.504,"2018 Chateau Haut-Marbuzet","92–94. Barrel Sample. Ripe, spicy and with a firm structure to sustain it, this wine is packed with acidity and bright black currant flavor. This well-made wine will certainly age well. Roger Voss","2025-02-02T17:50:10.621535Z"
